generation,id,novelty,score,species,parent1,parent2
0,87,1.3083952307882554,1.30808,4,-1,-1
1,291,0.7799271630282162,0.100316,3,84,18
2,533,0.6205465416554968,1.470194,1,18,305
3,654,0.6012427930288862,0.127793,7,430,532
4,654,0.5599020227983372,0.127793,7,430,532
5,1001,0.5191602128641929,1.500835,10,884,887
6,929,0.4969566289794483,0.702841,7,654,659
7,1064,0.5131548048870713,1.107348,9,766,893
8,1652,0.5481149491117221,1.204955,9,1447,1064
9,1799,0.5268350387751736,0.095043,6,1518,1518
10,1933,0.5522334182442048,1.10184,4,1745,1745
11,2017,0.5953202539013734,1.665027,6,1799,1799
12,929,0.5077095973892957,0.702841,7,654,659
13,2540,0.5168886345442569,1.511161,9,2334,2322
14,2691,0.5477231036792319,0.999726,1,2530,2521
15,2854,0.5404122104970684,0.156709,9,2729,2734
16,3050,0.6432554161864859,1.426129,1,2915,2914
17,3050,0.5817992792293682,1.426129,1,2915,2914
18,3050,0.5877821941740206,1.426129,1,2915,2914
19,3586,0.5844400357287937,1.000441,9,3442,3442
20,3586,0.5964305404430876,1.000441,9,3442,3442
21,4001,0.6769957850756455,0.80419,9,3604,3586
22,4001,0.6744076697851377,0.80419,9,3604,3586
23,4001,0.5962564227326875,0.80419,9,3604,3586
24,4456,0.6264535306044643,0.197284,3,4237,4024
25,4609,0.5643566831002602,0.973086,6,4279,4428
26,3050,0.5840011932792426,1.426129,1,2915,2914
27,5000,0.5721717532765337,1.255707,9,4892,4900
28,5204,0.6417660944593206,0.509612,10,4956,4956
29,5451,0.6279628341924158,1.159897,10,5204,5194
30,5204,0.6674170008296957,0.509612,10,4956,4956
31,5204,0.6076687564899361,0.509612,10,4956,4956
32,5204,0.5807332469731363,0.509612,10,4956,4956
33,6160,0.6159093829630258,0.212569,9,5906,5906
34,5922,0.6302897713716277,1.194313,9,5564,5778
35,5922,0.5908753833090692,1.194313,9,5564,5778
36,6505,0.5373227980502001,0.17467,10,6351,6339
37,6840,0.6188868793033847,0.082017,1,6607,3050
38,6840,0.6173754757352219,0.082017,1,6607,3050
39,6869,0.5840155635517185,1.341987,9,6732,6735
40,7456,0.5932399424044739,1.445571,9,7250,6869
41,7456,0.6272081749590018,1.445571,9,7250,6869
42,7741,0.6579749735428957,0.990508,1,7089,7608
43,7741,0.6390242673921039,0.990508,1,7089,7608
44,7741,0.626943597341569,0.990508,1,7089,7608
45,7456,0.6454559736631426,1.445571,9,7250,6869
46,8360,0.675560889503504,1.366048,1,8179,7741
47,7741,0.6487373479694062,0.990508,1,7089,7608
48,7800,0.6207929683771591,0.663174,5,7573,7367
49,7741,0.6989448741548906,0.990508,1,7089,7608
50,7800,0.6597708595013572,0.663174,5,7573,7367
51,9430,0.6297070565877917,0.560725,1,9269,7741
52,9430,0.6781038250396956,0.560725,1,9269,7741
53,9764,0.6939325004202052,1.442276,9,9601,9601
54,9430,0.7222841197453463,0.560725,1,9269,7741
55,9764,0.6745982675109643,1.442276,9,9601,9601
56,9764,0.691660785350795,1.442276,9,9601,9601
57,9430,0.719730633295806,0.560725,1,9269,7741
58,9430,0.6961407571902527,0.560725,1,9269,7741
59,9430,0.685469855795982,0.560725,1,9269,7741
60,9430,0.7066578868725536,0.560725,1,9269,7741
61,9430,0.7131379387606493,0.560725,1,9269,7741
62,9430,0.7404822772173851,0.560725,1,9269,7741
63,9430,0.7571256817826215,0.560725,1,9269,7741
64,9430,0.7467119806962471,0.560725,1,9269,7741
65,9430,0.7514515846630994,0.560725,1,9269,7741
66,9430,0.8389682547809252,0.560725,1,9269,7741
67,9430,0.7181614865544218,0.560725,1,9269,7741
68,9430,0.7122714970400362,0.560725,1,9269,7741
69,9430,0.7111199611593995,0.560725,1,9269,7741
